Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
25-June-2024,1056.05,1060.00,1048.80,1051.00,1052.983557170900468406,51451,2979,54177057.00,17469,33.95,11.20,-5.05
24-June-2024,1083.25,1083.25,1040.00,1049.95,1057.537616280460099959,83634,4508,88446101.00,28479,34.05,43.25,-33.30
21-June-2024,1096.00,1115.00,1088.50,1090.30,1100.756875650626280264,29779,1488,32779439.00,8097,27.19,26.50,-5.70
20-June-2024,1102.20,1113.00,1085.90,1095.40,1100.844976388210389187,55269,2386,60842601.00,16245,29.39,27.10,-6.80
19-June-2024,1138.95,1139.10,1100.10,1102.20,1113.691020260117104513,57897,3194,64479369.00,17022,29.40,39.00,-36.75
18-June-2024,1148.90,1148.90,1131.00,1140.05,1137.674170274170274170,24255,1437,27594287.00,13891,57.27,17.90,-8.85
14-June-2024,1141.30,1146.30,1125.00,1139.30,1136.932572586801442522,75978,4411,86381863.00,37746,49.68,21.30,-2.00
13-June-2024,1159.40,1159.40,1127.15,1141.30,1137.981715925660193950,43207,2048,49168776.00,14787,34.22,32.25,-18.10
12-June-2024,1098.85,1151.95,1088.80,1140.95,1132.218288458031969853,230342,9768,260797425.00,96361,41.83,63.15,42.10
11-June-2024,1066.60,1096.00,1059.05,1087.95,1085.665995681888281034,61601,3787,66878111.00,17376,28.21,36.95,21.35
10-June-2024,1064.20,1073.00,1042.80,1054.55,1058.342460011781231591,88276,2741,93426239.00,62186,70.44,30.20,-9.65
7-June-2024,1056.60,1060.55,1040.20,1053.90,1048.180819278213943672,348746,5076,365548868.00,288154,82.63,20.35,-2.70
6-June-2024,1015.20,1074.50,1007.15,1053.55,1043.374846884682292149,97149,5655,101362823.00,18803,19.35,67.35,38.35
5-June-2024,983.90,1004.15,890.80,991.35,960.261957437307813308,197074,10114,189242665.00,41940,21.28,113.35,7.45
4-June-2024,1193.95,1193.95,880.20,948.35,1018.370827713439684975,387018,19265,394127841.00,110948,28.67,313.75,-245.60
3-June-2024,1124.40,1180.00,1105.00,1173.60,1145.688240571729109302,355553,14396,407352891.00,143268,40.29,75.00,49.20
31-May-2024,1070.05,1081.90,1046.95,1077.65,1067.725196492646506419,559054,4055,596916042.00,543924,97.29,34.95,7.60
30-May-2024,1079.95,1086.55,1062.80,1066.00,1074.341708823091801815,53768,3698,57765205.00,28943,53.83,23.75,-13.95
29-May-2024,1079.95,1096.00,1061.10,1086.55,1084.355691522429080914,30563,1827,33141163.00,8927,29.21,34.90,6.60
28-May-2024,1103.55,1111.35,1071.00,1080.55,1090.206601794088239850,71011,3749,77416661.00,25159,35.43,40.35,-23.00
27-May-2024,1113.00,1115.05,1098.00,1103.50,1107.708533201960225062,38567,2487,42720995.00,12982,33.66,17.05,-9.50
24-May-2024,1111.85,1120.00,1096.15,1102.60,1108.958220364512727820,106224,6326,117797978.00,38162,35.93,23.85,-9.25
23-May-2024,1085.00,1114.05,1076.10,1107.00,1101.227768199570739945,142105,12105,156489972.00,54382,38.27,37.95,22.00
22-May-2024,1104.85,1104.85,1070.00,1081.90,1083.662107845696090202,57471,4013,62279145.00,22277,38.76,34.85,-22.95
21-May-2024,1123.95,1123.95,1077.90,1095.05,1098.318355940290368754,73355,3829,80567143.00,20528,27.98,46.05,-28.90
18-May-2024,1105.00,1110.00,1098.00,1100.45,1103.845669799524020814,49582,3073,54730876.00,25247,50.92,12.00,-4.55
17-May-2024,1037.00,1115.95,998.05,1087.75,1069.779180843425294029,458203,50749,490176030.00,106926,23.34,117.90,50.75
16-May-2024,1036.00,1041.95,1019.45,1037.95,1032.437673130193905817,18411,1338,19008210.00,5259,28.56,22.50,1.95
15-May-2024,1037.00,1038.85,1021.50,1027.10,1031.378202938161940553,35124,2182,36226128.00,13611,38.75,17.35,-9.90
14-May-2024,1029.75,1035.25,1005.00,1027.30,1024.617593564183280867,28590,6244,29293817.00,13010,45.51,30.25,-2.45
13-May-2024,1002.05,1017.95,994.00,1011.80,1005.988243887169141942,28751,1720,28923168.00,6316,21.97,23.95,9.75
10-May-2024,999.95,1012.35,978.05,1001.60,1000.405431463924152338,31115,1564,31127615.00,8779,28.21,34.30,1.65
9-May-2024,1020.00,1027.35,988.00,990.40,1007.657717798482374411,62466,3651,62944347.00,21315,34.12,39.35,-29.60
8-May-2024,1006.50,1031.35,1000.10,1019.25,1016.434436335765936885,60018,3456,61004362.00,21462,35.76,31.25,12.75
7-May-2024,1034.00,1036.15,985.00,1003.15,1004.166360312889324592,97926,5881,98333995.00,32111,32.79,51.15,-30.85
6-May-2024,1078.55,1078.55,1028.20,1032.55,1042.284681246390639515,39827,2223,41511072.00,12638,31.73,50.35,-46.00
3-May-2024,1064.00,1073.45,1048.85,1058.80,1063.159353609711997933,123888,4890,131712686.00,31919,25.76,24.60,-5.20
2-May-2024,1034.00,1055.00,1028.75,1050.60,1044.921146345599457351,47176,2901,49295200.00,19206,40.71,26.25,16.60
30-April-2024,1053.80,1060.00,1024.70,1028.15,1041.415134568332750786,57220,3650,59589774.00,22769,39.79,35.30,-25.65
29-April-2024,1088.05,1088.05,1036.55,1050.00,1052.139626421751580216,112801,6014,118682402.00,39550,35.06,51.50,-38.05
26-April-2024,1011.00,1073.00,1005.90,1068.15,1051.067719063545150501,299000,11077,314269248.00,83772,28.02,67.10,57.15
25-April-2024,983.75,1011.30,968.25,1005.30,989.984424762927178386,111780,4443,110660459.00,27128,24.27,43.05,21.55
24-April-2024,946.85,976.20,946.85,972.95,967.654494719555668299,74899,3032,72476354.00,27687,36.97,29.35,26.10
23-April-2024,945.05,958.00,940.00,948.55,954.808564411571522403,210102,6488,200607189.00,167642,79.79,18.00,3.50
22-April-2024,935.05,948.15,929.25,945.80,940.528794075384105228,18094,1090,17017928.00,6059,33.49,18.90,10.75
19-April-2024,917.55,931.70,898.85,923.30,916.915942655205938179,129602,4290,118834140.00,94005,72.53,32.85,5.75
18-April-2024,948.35,955.00,920.00,924.55,936.688387483390219118,38381,2507,35951037.00,14494,37.76,35.00,-23.80
16-April-2024,921.65,960.00,918.95,947.05,937.355933940190938124,58553,2403,54885002.00,29346,50.12,41.05,25.40
15-April-2024,922.05,953.70,922.05,927.60,933.547535950646604781,69053,4075,64464258.00,28325,41.02,31.65,5.55
12-April-2024,970.50,974.30,944.40,947.35,961.496407277174743922,65410,3318,62891480.00,31348,47.93,29.90,-23.15
10-April-2024,926.15,974.85,926.15,971.05,961.014698641939851474,97492,4053,93691245.00,35305,36.21,48.70,44.90
9-April-2024,926.75,934.00,915.00,924.20,924.736467300671564429,44374,2353,41034256.00,17009,38.33,19.00,-2.55
